Order_ID,Order_Date,Buyer_Age,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating,Product_ID,Order_Location,International_Shipping,Buyer_Gender,Product_Category_Clothing,Product_Category_Ornaments,Product_Category_Other
169192,2024-09-29,30,15,0,15,1,15,5,8,3,0,1,0.0,1.0,0.0
158535,2024-01-05,28,45,40,85,3,255,2,9,1,1,0,0.0,1.0,0.0
147567,2024-06-27,23,32,0,32,2,64,5,4,3,0,1,0.0,1.0,0.0
137542,2023-12-22,25,23,0,23,1,23,4,12,0,0,0,0.0,0.0,1.0
196642,2024-01-10,25,65,0,65,2,130,4,5,16,0,1,1.0,0.0,0.0
186569,2024-10-24,32,97,0,97,5,485,5,7,3,0,1,1.0,0.0,0.0
194909,2023-11-13,25,45,0,45,2,90,1,9,21,0,0,0.0,1.0,0.0
170579,2024-03-08,27,9,0,9,1,9,3,1,21,0,1,0.0,0.0,1.0
138353,2023-11-24,21,118,0,118,1,118,1,3,3,0,0,1.0,0.0,0.0
199565,2024-06-13,20,23,0,23,2,46,3,12,21,0,0,0.0,0.0,1.0
147676,2024-07-31,34,15,0,15,5,75,5,8,16,0,1,0.0,1.0,0.0
138964,2024-08-12,29,9,70,79,1,79,5,1,14,1,1,0.0,0.0,1.0
141276,2024-10-28,18,130,0,130,1,130,3,6,15,0,1,1.0,0.0,0.0
181005,2024-03-22,25,130,25,155,1,155,4,6,24,1,0,1.0,0.0,0.0
149143,2024-06-01,23,20,0,20,1,20,4,11,6,0,0,0.0,1.0,0.0
171098,2024-09-25,25,97,0,97,1,97,4,7,20,0,0,1.0,0.0,0.0
191971,2024-02-23,31,45,0,45,4,180,4,9,11,0,1,0.0,1.0,0.0
153977,2024-02-01,32,23,0,23,1,23,5,12,15,0,1,0.0,0.0,1.0
175759,2023-11-24,28,10,0,10,3,30,5,2,6,0,1,0.0,0.0,1.0
153093,2023-11-14,19,9,40,49,2,98,5,1,8,1,1,0.0,0.0,1.0
134449,2024-09-24,26,65,0,65,1,65,2,5,19,0,0,1.0,0.0,0.0
139314,2024-05-28,31,100,70,170,1,170,4,0,13,1,1,1.0,0.0,0.0
199994,2024-10-30,18,50,0,50,3,150,5,10,6,0,1,0.0,1.0,0.0
130113,2024-09-22,18,9,0,9,1,9,4,1,16,0,0,0.0,0.0,1.0
170515,2024-04-03,30,65,0,65,1,65,4,5,20,0,1,1.0,0.0,0.0
153570,2024-08-31,35,100,0,100,1,100,3,0,10,0,1,1.0,0.0,0.0
146290,2024-08-30,29,10,0,10,3,30,5,2,22,0,1,0.0,0.0,1.0
168381,2024-04-04,19,9,0,9,3,27,4,1,10,0,1,0.0,0.0,1.0
165081,2023-11-13,26,97,40,137,2,274,3,7,5,1,0,1.0,0.0,0.0
183974,2024-10-07,34,10,0,10,2,20,3,2,2,0,1,0.0,0.0,1.0
125537,2024-01-16,29,65,0,65,2,130,2,5,10,0,1,1.0,0.0,0.0
191604,2024-09-17,35,10,0,10,1,10,2,2,11,0,1,0.0,0.0,1.0
189849,2024-02-08,31,32,0,32,2,64,5,4,19,0,1,0.0,1.0,0.0
127493,2024-08-28,29,10,0,10,5,50,4,2,18,0,1,0.0,0.0,1.0
124056,2023-11-18,18,32,0,32,1,32,5,4,20,0,0,0.0,1.0,0.0
199100,2024-02-04,35,9,0,9,1,9,5,1,6,0,1,0.0,0.0,1.0
185431,2024-02-27,26,15,40,55,1,55,5,8,4,1,0,0.0,1.0,0.0
155300,2024-09-12,22,15,40,55,5,275,1,8,9,1,0,0.0,1.0,0.0
140731,2023-12-12,30,97,25,122,1,122,3,7,24,1,0,1.0,0.0,0.0
166773,2023-11-12,24,20,0,20,2,40,2,11,0,0,0,0.0,1.0,0.0
186643,2023-12-20,24,65,0,65,1,65,5,5,20,0,1,1.0,0.0,0.0
182192,2024-02-02,27,118,0,118,1,118,4,3,10,0,1,1.0,0.0,0.0
196273,2024-08-19,26,65,40,105,1,105,4,5,8,1,0,1.0,0.0,0.0
126824,2024-05-02,29,15,0,15,5,75,5,8,19,0,1,0.0,1.0,0.0
148399,2024-01-06,33,32,0,32,1,32,5,4,20,0,1,0.0,1.0,0.0
146753,2024-02-25,30,50,0,50,2,100,1,10,21,0,1,0.0,1.0,0.0
148705,2024-01-04,29,130,25,155,1,155,4,6,24,1,1,1.0,0.0,0.0
166666,2023-11-10,35,10,40,50,1,50,3,2,4,1,0,0.0,0.0,1.0
182416,2023-12-18,32,23,70,93,2,186,4,12,14,1,0,0.0,0.0,1.0
158629,2024-05-14,32,45,0,45,1,45,4,9,16,0,0,0.0,1.0,0.0
158850,2024-08-25,28,65,40,105,1,105,4,5,5,1,1,1.0,0.0,0.0
128193,2024-05-10,23,15,0,15,2,30,5,8,2,0,1,0.0,1.0,0.0
191979,2024-07-25,35,20,0,20,1,20,2,11,2,0,1,0.0,1.0,0.0
140154,2023-11-19,18,9,40,49,1,49,5,1,8,1,1,0.0,0.0,1.0
127437,2024-06-08,23,9,0,9,1,9,3,1,21,0,1,0.0,0.0,1.0
194812,2024-02-08,34,65,0,65,4,260,5,5,11,0,0,1.0,0.0,0.0
199077,2024-03-24,23,9,0,9,1,9,5,1,10,0,1,0.0,0.0,1.0
134543,2024-08-01,20,100,70,170,4,680,5,0,14,1,1,1.0,0.0,0.0
177295,2024-04-05,24,65,40,105,2,210,5,5,9,1,0,1.0,0.0,0.0
195115,2024-05-25,18,100,40,140,2,280,4,0,7,1,1,1.0,0.0,0.0
134487,2024-03-19,22,15,0,15,4,60,5,8,0,0,1,0.0,1.0,0.0
161617,2024-05-01,28,50,0,50,4,200,4,10,16,0,1,0.0,1.0,0.0
123244,2023-11-30,34,15,0,15,3,45,3,8,18,0,1,0.0,1.0,0.0
124180,2024-04-29,22,65,0,65,2,130,4,5,3,0,1,1.0,0.0,0.0
199233,2024-05-16,31,65,0,65,1,65,5,5,11,0,1,1.0,0.0,0.0
167366,2023-12-26,25,97,0,97,4,388,5,7,21,0,0,1.0,0.0,0.0
136897,2024-05-20,29,45,0,45,2,90,2,9,21,0,1,0.0,1.0,0.0
196235,2024-02-24,29,65,0,65,5,325,5,5,16,0,1,1.0,0.0,0.0
121457,2024-10-23,18,15,50,65,1,65,4,8,17,1,1,0.0,1.0,0.0
197590,2024-01-20,19,100,0,100,3,300,3,0,19,0,1,1.0,0.0,0.0
149173,2024-07-05,23,10,0,10,1,10,4,2,16,0,0,0.0,0.0,1.0
150160,2024-06-25,20,15,0,15,1,15,4,8,21,0,0,0.0,1.0,0.0
197758,2024-03-15,33,118,0,118,1,118,5,3,21,0,1,1.0,0.0,0.0
151631,2024-05-01,26,15,0,15,1,15,2,8,19,0,1,0.0,1.0,0.0
194418,2024-09-02,30,65,0,65,4,260,4,5,11,0,1,1.0,0.0,0.0
183753,2024-03-30,31,20,40,60,4,240,4,11,1,1,0,0.0,1.0,0.0
154579,2024-03-27,35,97,40,137,2,274,5,7,5,1,1,1.0,0.0,0.0
177667,2024-08-20,22,45,0,45,3,135,3,9,22,0,1,0.0,1.0,0.0
183737,2023-12-19,34,15,0,15,4,60,3,8,0,0,1,0.0,1.0,0.0
181320,2024-05-31,23,15,25,40,1,40,2,8,12,1,1,0.0,1.0,0.0
166728,2024-01-25,29,32,0,32,1,32,3,4,10,0,1,0.0,1.0,0.0
180784,2023-11-22,28,45,40,85,1,85,5,9,9,1,1,0.0,1.0,0.0
145855,2024-06-26,22,65,40,105,1,105,3,5,4,1,0,1.0,0.0,0.0
122636,2024-04-18,29,50,0,50,1,50,5,10,19,0,1,0.0,1.0,0.0
153495,2024-05-05,28,10,0,10,1,10,4,2,18,0,1,0.0,0.0,1.0
195640,2024-04-28,21,15,0,15,3,45,1,8,2,0,1,0.0,1.0,0.0
122077,2024-10-16,25,15,0,15,1,15,5,8,19,0,1,0.0,1.0,0.0
192918,2024-08-09,18,20,0,20,1,20,4,11,19,0,1,0.0,1.0,0.0
188553,2024-03-28,33,130,0,130,1,130,4,6,3,0,1,1.0,0.0,0.0
171654,2024-06-21,32,65,0,65,2,130,4,5,21,0,1,1.0,0.0,0.0
167856,2024-05-25,22,100,0,100,1,100,5,0,15,0,1,1.0,0.0,0.0
156566,2023-11-20,21,97,0,97,1,97,3,7,11,0,1,1.0,0.0,0.0
124563,2023-12-29,27,65,50,115,1,115,4,5,17,1,1,1.0,0.0,0.0
122527,2024-05-30,22,10,0,10,1,10,5,2,3,0,0,0.0,0.0,1.0
132714,2024-04-01,25,65,0,65,1,65,1,5,20,0,1,1.0,0.0,0.0
160595,2023-12-06,25,100,0,100,1,100,3,0,19,0,1,1.0,0.0,0.0
150539,2024-06-26,20,130,0,130,1,130,2,6,6,0,1,1.0,0.0,0.0
179061,2024-02-07,35,97,0,97,1,97,3,7,20,0,1,1.0,0.0,0.0
155374,2024-05-01,21,65,0,65,1,65,4,5,22,0,1,1.0,0.0,0.0
156992,2024-07-28,27,10,40,50,3,150,4,2,1,1,1,0.0,0.0,1.0
180627,2024-02-25,22,32,70,102,1,102,5,4,14,1,1,0.0,1.0,0.0
132929,2024-07-20,25,65,0,65,1,65,4,5,6,0,1,1.0,0.0,0.0
169686,2024-09-06,18,65,0,65,2,130,4,5,11,0,1,1.0,0.0,0.0
125304,2024-06-14,28,65,0,65,1,65,3,5,21,0,1,1.0,0.0,0.0
132537,2024-03-29,31,15,0,15,3,45,5,8,16,0,0,0.0,1.0,0.0
142468,2024-05-04,33,45,0,45,2,90,5,9,6,0,0,0.0,1.0,0.0
170125,2024-09-09,24,50,40,90,1,90,5,10,9,1,1,0.0,1.0,0.0
193227,2024-05-30,27,15,0,15,2,30,5,8,16,0,1,0.0,1.0,0.0
134411,2024-07-13,32,100,0,100,1,100,5,0,2,0,1,1.0,0.0,0.0
175881,2024-05-30,22,10,0,10,1,10,5,2,10,0,1,0.0,0.0,1.0
159414,2024-04-22,33,65,0,65,2,130,5,5,2,0,1,1.0,0.0,0.0
155137,2023-12-06,22,9,50,59,2,118,2,1,17,1,0,0.0,0.0,1.0
174788,2024-05-16,25,100,0,100,1,100,4,0,18,0,1,1.0,0.0,0.0
182604,2024-04-19,21,20,0,20,1,20,3,11,22,0,1,0.0,1.0,0.0
186493,2024-05-04,24,100,0,100,4,400,4,0,15,0,1,1.0,0.0,0.0
125592,2024-09-10,33,9,40,49,1,49,5,1,7,1,1,0.0,0.0,1.0
174567,2024-04-12,30,100,0,100,4,400,1,0,22,0,0,1.0,0.0,0.0
177508,2024-09-18,25,32,0,32,1,32,4,4,0,0,1,0.0,1.0,0.0
131784,2024-08-09,30,9,0,9,1,9,4,1,19,0,0,0.0,0.0,1.0
152883,2024-08-31,32,9,40,49,4,196,5,1,1,1,0,0.0,0.0,1.0
127588,2023-11-29,28,15,0,15,1,15,5,8,21,0,0,0.0,1.0,0.0
163608,2024-03-05,31,97,0,97,1,97,1,7,10,0,1,1.0,0.0,0.0
159392,2024-02-26,34,23,0,23,1,23,1,12,10,0,1,0.0,0.0,1.0
157659,2024-01-27,20,10,0,10,1,10,5,2,21,0,1,0.0,0.0,1.0
152161,2024-03-25,26,100,0,100,2,200,4,0,22,0,1,1.0,0.0,0.0
138323,2024-02-03,26,100,0,100,2,200,4,0,0,0,1,1.0,0.0,0.0
145046,2024-05-30,27,65,0,65,1,65,4,5,22,0,1,1.0,0.0,0.0
162525,2024-02-08,23,118,0,118,2,236,4,3,19,0,1,1.0,0.0,0.0
189623,2023-12-18,25,10,0,10,3,30,3,2,18,0,0,0.0,0.0,1.0
180238,2023-12-17,34,97,0,97,1,97,5,7,6,0,1,1.0,0.0,0.0
131954,2024-09-08,22,32,0,32,1,32,2,4,22,0,0,0.0,1.0,0.0
168008,2024-06-16,34,65,25,90,1,90,5,5,24,1,1,1.0,0.0,0.0
147877,2024-10-05,35,15,0,15,2,30,2,8,10,0,1,0.0,1.0,0.0
128702,2024-08-20,34,15,0,15,1,15,4,8,22,0,1,0.0,1.0,0.0
151291,2024-02-13,29,118,40,158,1,158,1,3,5,1,1,1.0,0.0,0.0
148784,2023-11-05,21,20,0,20,4,80,5,11,15,0,1,0.0,1.0,0.0
183686,2024-06-10,24,50,40,90,1,90,5,10,1,1,0,0.0,1.0,0.0
133696,2024-07-04,28,65,0,65,4,260,1,5,6,0,1,1.0,0.0,0.0
120627,2024-02-22,21,15,0,15,1,15,5,8,0,0,1,0.0,1.0,0.0
172867,2024-03-15,25,65,40,105,2,210,5,5,1,1,0,1.0,0.0,0.0
155930,2024-01-04,28,65,0,65,1,65,5,5,3,0,1,1.0,0.0,0.0
172590,2024-10-29,29,65,0,65,4,260,1,5,22,0,1,1.0,0.0,0.0
198462,2024-08-01,26,97,0,97,2,194,3,7,18,0,1,1.0,0.0,0.0
175187,2023-12-21,22,65,0,65,2,130,5,5,0,0,0,1.0,0.0,0.0
187024,2024-05-26,27,118,70,188,1,188,5,3,13,1,0,1.0,0.0,0.0
143346,2024-09-26,29,97,0,97,3,291,1,7,2,0,1,1.0,0.0,0.0
169574,2023-12-06,25,20,0,20,1,20,4,11,21,0,0,0.0,1.0,0.0
124594,2024-06-14,27,130,0,130,4,520,5,6,3,0,1,1.0,0.0,0.0
124346,2024-10-24,21,65,70,135,1,135,5,5,14,1,1,1.0,0.0,0.0
136137,2024-03-26,32,118,40,158,1,158,3,3,5,1,1,1.0,0.0,0.0
127778,2023-12-07,19,65,40,105,1,105,4,5,4,1,1,1.0,0.0,0.0
129800,2024-07-15,18,130,25,155,1,155,3,6,12,1,1,1.0,0.0,0.0
194324,2024-01-07,19,65,40,105,3,315,3,5,5,1,1,1.0,0.0,0.0
162134,2023-12-09,28,15,0,15,2,30,3,8,18,0,0,0.0,1.0,0.0
176186,2024-09-16,30,9,0,9,1,9,5,1,20,0,1,0.0,0.0,1.0
170835,2024-05-08,22,9,0,9,1,9,2,1,16,0,0,0.0,0.0,1.0
131976,2024-05-09,30,65,0,65,3,195,4,5,20,0,1,1.0,0.0,0.0
183810,2024-10-11,30,20,40,60,1,60,5,11,9,1,0,0.0,1.0,0.0
139408,2024-02-25,18,10,0,10,1,10,5,2,0,0,0,0.0,0.0,1.0
165573,2024-07-08,25,100,0,100,1,100,4,0,22,0,1,1.0,0.0,0.0
176660,2024-02-21,19,45,0,45,1,45,5,9,18,0,1,0.0,1.0,0.0
142333,2023-12-08,25,100,0,100,1,100,1,0,2,0,1,1.0,0.0,0.0
145167,2023-11-07,33,9,40,49,3,147,4,1,8,1,0,0.0,0.0,1.0
157577,2023-11-06,22,65,0,65,1,65,1,5,19,0,1,1.0,0.0,0.0
135350,2024-01-15,19,10,40,50,1,50,5,2,7,1,0,0.0,0.0,1.0
120568,2023-12-20,33,65,0,65,1,65,4,5,6,0,1,1.0,0.0,0.0
160095,2024-03-14,27,15,0,15,1,15,4,8,20,0,1,0.0,1.0,0.0
179056,2024-05-05,21,130,70,200,1,200,5,6,14,1,1,1.0,0.0,0.0
165451,2024-04-08,19,9,0,9,4,36,1,1,22,0,1,0.0,0.0,1.0
121799,2024-07-01,24,65,0,65,2,130,3,5,21,0,1,1.0,0.0,0.0
123216,2024-05-26,29,65,0,65,1,65,4,5,21,0,1,1.0,0.0,0.0
140248,2024-03-17,25,20,0,20,1,20,4,11,0,0,1,0.0,1.0,0.0
137696,2024-05-30,35,130,0,130,1,130,3,6,6,0,1,1.0,0.0,0.0
181638,2024-03-26,21,10,0,10,1,10,1,2,10,0,1,0.0,0.0,1.0
151980,2024-06-06,23,97,0,97,2,194,5,7,20,0,1,1.0,0.0,0.0
148836,2024-05-20,32,100,25,125,1,125,5,0,24,1,1,1.0,0.0,0.0
174505,2024-05-04,19,130,40,170,2,340,1,6,7,1,1,1.0,0.0,0.0
173095,2024-02-25,21,15,50,65,3,195,4,8,17,1,0,0.0,1.0,0.0
164321,2024-10-23,29,97,0,97,1,97,2,7,21,0,0,1.0,0.0,0.0
126695,2024-09-25,27,97,100,197,1,197,5,7,23,1,1,1.0,0.0,0.0
134130,2024-03-25,31,15,0,15,5,75,4,8,19,0,1,0.0,1.0,0.0
139393,2024-03-20,29,15,70,85,1,85,1,8,14,1,0,0.0,1.0,0.0
195939,2024-09-21,22,10,0,10,5,50,1,2,0,0,0,0.0,0.0,1.0
140569,2023-11-10,24,15,0,15,1,15,5,8,21,0,1,0.0,1.0,0.0
154216,2024-04-01,30,100,70,170,3,510,3,0,14,1,1,1.0,0.0,0.0
121139,2024-07-28,25,23,25,48,1,48,5,12,24,1,0,0.0,0.0,1.0
174578,2023-12-06,20,65,0,65,2,130,2,5,21,0,1,1.0,0.0,0.0
136284,2024-10-18,30,118,70,188,1,188,4,3,14,1,1,1.0,0.0,0.0
174848,2024-01-08,33,9,0,9,1,9,4,1,20,0,0,0.0,0.0,1.0
143605,2024-07-09,32,65,0,65,1,65,5,5,11,0,1,1.0,0.0,0.0
175671,2023-12-30,35,100,0,100,1,100,5,0,15,0,1,1.0,0.0,0.0
134459,2024-07-22,18,9,0,9,2,18,3,1,10,0,1,0.0,0.0,1.0
172320,2024-10-20,21,10,0,10,4,40,3,2,20,0,1,0.0,0.0,1.0
132074,2024-05-14,23,100,70,170,1,170,3,0,13,1,1,1.0,0.0,0.0
131113,2024-10-15,33,97,0,97,1,97,5,7,3,0,1,1.0,0.0,0.0
120352,2024-03-12,30,45,0,45,1,45,5,9,21,0,1,0.0,1.0,0.0
141396,2023-11-10,29,32,0,32,3,96,4,4,2,0,1,0.0,1.0,0.0
175005,2024-01-08,33,97,0,97,1,97,1,7,15,0,1,1.0,0.0,0.0
194465,2024-08-17,32,65,40,105,2,210,1,5,7,1,1,1.0,0.0,0.0
155578,2024-08-30,22,23,0,23,1,23,4,12,6,0,0,0.0,0.0,1.0
186982,2024-02-09,30,65,0,65,1,65,5,5,0,0,1,1.0,0.0,0.0
169541,2024-01-24,20,100,40,140,2,280,2,0,1,1,0,1.0,0.0,0.0
131028,2024-01-26,26,9,0,9,1,9,3,1,6,0,0,0.0,0.0,1.0
